sequence_number,program_name,credential,school,catalogue_year,catalogue_identifier,program_identifier,source_url,canonical_url,acquisition_mode,output_filename,content_character_count,content_line_count,content_sha256,file_sha256,source_html_sha256,rendered_dom_sha256,classification_status,extraction_status,retrieved_at
408,Painting Minor,,,2026-2027,catoid=22,poid=31577,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31577&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31577,direct_html,408_painting_minor.txt,1304,27,3df34a474b7523651f6ab49f3a0294227ea2793ad0f964bbb1d5371fb5514c45,ec75212047fa0b38641a16005a48d5ecc00cd0149355bce7e951e5994f7e2300,e5de2a1cd0a1c1dac54438502d52cfc20cf17ded8b55907e4c7eee6cad17a16c,,included,complete,2026-07-31T01:11:39Z
409,Paleontology Minor,,,2026-2027,catoid=22,poid=32951,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32951&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32951,direct_html,409_paleontology_minor.txt,1640,29,2136f6d883bf40d290ea3b60c92cb1f5dafc8600370c42bce592f89467af8488,4c6d0b2dfc1a4d37338af2362669fed8f208282c057aa8c7170e6fa60f973d49,add859e467ca003a035e1bf57f50d6f202d8d261b37b309a431136ebaabc4b70,,included,complete,2026-07-31T01:11:42Z
410,Performance Art Minor,,,2026-2027,catoid=22,poid=32700,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32700&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32700,direct_html,410_performance_art_minor.txt,3478,57,0afeb2cd826eee07f4754c264b8929c12a57f09ac393bcffe9bab0fac6fdf2a7,eae4f9a9250f6cb02a77d95c1e8d72ffe1e5d91a1fcface5da779f17969c5906,65c988e95c1804a77180e63a92ed60e20c1711c697bec0f19d7d5de61c6f33c5,,included,complete,2026-07-31T01:11:44Z
411,Performance Science Minor,,,2026-2027,catoid=22,poid=32426,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32426&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32426,direct_html,411_performance_science_minor.txt,2611,67,19c42d9d88e478fe51a8160d0fa00d8c0510e351c0a9632fcef423f4ac931300,b3acb0f6de61c731281d0c5a564f751c7b21fe8a657529d145e9e2b4e25b5abb,051384f3f0924963788da2a66b9225d80cea22a2d5c699d5fae1e07fdb0e4e88,,included,complete,2026-07-31T01:11:46Z
412,Performing Arts Studies Minor,,,2026-2027,catoid=22,poid=32009,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32009&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32009,direct_html,412_performing_arts_studies_minor.txt,3035,70,24c17221fe4d7d5d6cb53291075f503455498410ce5cdd6a518a37f8c11fcc25,81a0cfe932b48c8079926221192d5acfd2860ea5a51a86705fda4ba5d52b2c33,76639652453b3e4104f0b62e08a2a4b6328fc0f8cf97b75692e6692a8f41678f,,included,complete,2026-07-31T01:11:49Z
413,Performing Social Change Minor,,,2026-2027,catoid=22,poid=32614,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32614&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32614,direct_html,413_performing_social_change_minor.txt,1311,37,d3ff6dad1abe84c8d25e2af6b5fdad2954b960b616596eb5298e4aea36698ebe,e602c3b9bdf6dfacc82b6192bc40ed5ea20f39aad5998065c4c9820dd1d59b48,352b7bffbe830b668fce274ec8cbdb3c5775e0a1cbabee3544f4aafea3cc0356,,included,complete,2026-07-31T01:11:51Z
414,Petroleum Engineering Minor,,,2026-2027,catoid=22,poid=32068,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32068&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32068,direct_html,414_petroleum_engineering_minor.txt,1158,32,b184a988db2e8aea0a34e74a99e4ef84935b4c2b257709ab67dbf28305d81a6a,ce8603066df0da58a72f8dc1781b9b9d4d308af9a1b7ceb770c7ea39d5e39c83,3bd3a6b83720416a0fae21869b8f56d9dd571f35dce02c870eaa45a17eaab89e,,included,complete,2026-07-31T01:11:54Z
415,Philosophy Minor,,,2026-2027,catoid=22,poid=31878,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31878&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31878,direct_html,415_philosophy_minor.txt,2775,79,c70eaf17f4b06c6449aab7a273366ab4b400f2bbe790905fd9ba1ef5ab7216ab,48fa7435336eed8c1f3f42828b6ca52c0f1babff053df82fc07d9ac2246a572e,e030829cf52784ecf32b4b1ca6436d3bf457b2a0799507765349634c55069210,,included,complete,2026-07-31T01:11:57Z
416,"Philosophy of Law, Politics and Economics Minor",,,2026-2027,catoid=22,poid=32667,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32667&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32667,direct_html,416_philosophy_of_law_politics_and_economics_minor.txt,2348,68,71d81843a4bffeb3bdfd88efa5c01278963cdd93017f83e838c776d03044ad0d,d86cb98a9dfbd5e735bf1de5193de9ac747a5a6d23693e5c8e11689e0e64be23,7c7d2610271eb11bf74e8ba126dfe439138a9aa863270e86c69d9893f58ac26c,,included,complete,2026-07-31T01:11:59Z
417,Photography and Social Change Minor,,,2026-2027,catoid=22,poid=31933,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31933&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31933,direct_html,417_photography_and_social_change_minor.txt,3027,73,a750854ef877cabfdc2055717926f339e2891ff20395461a17286674a6d5b411,b12efa362ba2655f1d4e910c1a2fa317e3871ecb45387b069d8d0fce34f0f260,221abdede2755e6d8d4f49ef2a9eb67ee0625e95077efecb9d5125263cae0c0b,,included,complete,2026-07-31T01:12:02Z
418,Photography Minor,,,2026-2027,catoid=22,poid=31578,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31578&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31578,direct_html,418_photography_minor.txt,1343,32,5b0aa6dda323c673026a560ed6499d4d1ab059561eacacf6ea61bee94679238c,f5dd0e52e4e6b86bbb4253f009a3710722d1e28497375ad6f939317a685d02af,4ccecf1b78826a1e4bf78cb7507ced3711fc6021d85390ad7c70a5cccd8d1f20,,included,complete,2026-07-31T01:12:04Z
419,Physics Minor,,,2026-2027,catoid=22,poid=31892,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31892&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31892,direct_html,419_physics_minor.txt,881,32,222b7d1137ae720c0249e27908a7d2eb8b55aa40ab87ad6ed25e7e5ca30341ed,33d38dd0361c475b06a4c75047a8ab25ec8c9eb31b4adfc73bf20663c653fb1b,73210a4f9934af58562fe8241ba4d96ddd591a3f5baa06dc434ec9a02a5c1f0c,,included,complete,2026-07-31T01:12:06Z
420,Plastics Sustainability Minor,,,2026-2027,catoid=22,poid=32819,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32819&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32819,direct_html,420_plastics_sustainability_minor.txt,1479,45,e79b0c7418b43c875b3c635456a77d4504a4c14e687b5f49fd19048b0c9d3f6b,578360e06d40e999c48cbe9b352eb855f7d71caf8faad530422113a652dc9ca3,1fd9c3f09f145d2ee3b820afa1a81830232b18ff0d052e3538d206e92152b8d7,,included,complete,2026-07-31T01:12:07Z
421,Podcasting Minor,,,2026-2027,catoid=22,poid=32718,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32718&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32718,direct_html,421_podcasting_minor.txt,1746,40,348b1635645dba323f5abf5aa15a3a75548ca0b659f7790ede23b054d33bf36b,c9e9de6160e2644977f0dc81118af0271d5406e8f6ff878f37e106965624e3cd,2225110fa76c8bc69464baabd28f6c4e0f6f69d65928c3148184f6af04a4f198,,included,complete,2026-07-31T01:12:09Z
422,Political Organizing in the Digital Age Minor,,,2026-2027,catoid=22,poid=31902,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31902&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31902,direct_html,422_political_organizing_in_the_digital_age_minor.txt,3014,73,98a53b6ee97cf21836588b854433a301acfef5c72b7c26d7532e5dc00ecdc9ff,1240b14607e70a83d34a5287a76045808dbbdceed3b57b8844f8ed657065b3b5,ba477ff8384818651c77884006b3eb7f0291f97429130c143ac07b4cd7d89e08,,included,complete,2026-07-31T01:12:11Z
423,Political Science Minor,,,2026-2027,catoid=22,poid=31898,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31898&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31898,direct_html,423_political_science_minor.txt,1555,13,01cf53a42580ebeda8bd81b658f831136c81a10105ac1413056bd00f18400c7d,7f7ce7c0dbc4e2b94ea1a58317a935c31602afc41d036d867de9f7f8ca5fcd73,16228ad242b00e2687127df14170f41eb11d8ee09613b6a23de484a80c0c67f4,,included,complete,2026-07-31T01:12:13Z
424,Popular Music Studies Minor,,,2026-2027,catoid=22,poid=32249,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32249&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32249,direct_html,424_popular_music_studies_minor.txt,1104,26,f2d5f04f356951386d72bae9c2abd634be4ef238b6cf97817f0f33b52d36074a,fedd7c7c99d961b0b956db36972836c83b40111a098257e6b4f5278017c55b39,8760ab3c7cccd4104b4cb4cd38426abd0d07c436e5faabd0cbcacef6df7afb96,,included,complete,2026-07-31T01:12:16Z
425,Practical Politics Minor,,,2026-2027,catoid=22,poid=32481,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32481&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32481,direct_html,425_practical_politics_minor.txt,2817,54,73dc020813f1f0ed0402a56b55456a8f5ad3f45ae52b96096be7ad9985d4586c,84b3d7ba9543e32af6c5155a5c52e60aa1e15d966355271bf7cc9ae46608e133,e8354b4e1f6894d15b584e654c554b397769d4411378154872a13dfad4f561a6,,included,complete,2026-07-31T01:12:18Z
426,Product Management Minor,,,2026-2027,catoid=22,poid=32941,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32941&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32941,direct_html,426_product_management_minor.txt,4926,89,0f80f2b866ff98ea0777072f1efbafe4b82da3846d90c6a92cd26caec5a1f19c,552a14f99a6a4849122af34ac907a57d00d305c1e41478d9f9d26597c6d64b04,91d0e9ffaa6dda7686d80d34f0f78fa134c691cf1798400971e9540ecc19363a,,included,complete,2026-07-31T01:12:21Z
427,Professional and Managerial Communication Minor,,,2026-2027,catoid=22,poid=31950,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31950&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31950,direct_html,427_professional_and_managerial_communication_minor.txt,1655,36,5679106559b39aa4546abdb9ca3c05df5f304c204ee74e46749045c666c0c038,be33f699082386bed5eb3eaea1dd62ea219f1a6646afc8cb50eba5fad90a1b62,e87c2ae8d0b7a5f4b6dd90afa36243bf154681f9f7ba883c15f1b093dd589c46,,included,complete,2026-07-31T01:12:24Z
428,Psychiatry and Behavioral Sciences Minor,,,2026-2027,catoid=22,poid=32881,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32881&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32881,direct_html,428_psychiatry_and_behavioral_sciences_minor.txt,1039,28,539a73537365c39277868fdc8610abcabf5eebac54eea51bb563ccd27d12fb55,4dec38d3aa9c6d93c28a8acee20abaa681d6fbcc6239ff0161762168cfb7ebdf,a318937ee6dca7c9308a70ef9d880456f78b7716cffab9a893a277c297729826,,included,complete,2026-07-31T01:12:26Z
429,Psychology and Law Minor,,,2026-2027,catoid=22,poid=31911,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31911&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31911,direct_html,429_psychology_and_law_minor.txt,1945,45,51232b969a66e83a1df0b3685f31e3d07063fd5001a652349c188c59322e85e1,ac247aaba4ebc6c967693e66ee640c771cad99aab7dba62d2a887c8bf2bb8365,29c1ed811a46da347c3fd247938c74088b69ffca95c4609b5c14550c34f81bb5,,included,complete,2026-07-31T01:12:28Z
430,Psychology Minor,,,2026-2027,catoid=22,poid=31910,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31910&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31910,direct_html,430_psychology_minor.txt,537,17,c8f0095065513ecff1943295636dbd73580d2c1f8228c00397263e175bd6952f,d825cfd5a339f1ae448da0c1b13744786a9f7ee100c5a647bbe4cd2e0c3a876e,20129e0fe4cd80666987b6cd5a36dcb34d0d0ff9002853addba46c4f14cdf1a2,,included,complete,2026-07-31T01:12:31Z
431,Public Health Minor,,,2026-2027,catoid=22,poid=32216,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32216&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32216,direct_html,431_public_health_minor.txt,1592,32,9c6d6e9542f981bcaebda5d372fbf13d58571f0a157368655465d23107fbc156,e751b90e1b2891e26d86539f367bed7b942b8ee9b0704582eeff98ad954aa9fb,3a06cce1f6c713356b63e9832350f9b6937b6d63fcb5ffdc3d02ecb4f0b6e139,,included,complete,2026-07-31T01:12:34Z
432,Public Relations Minor,,,2026-2027,catoid=22,poid=32417,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32417&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32417,direct_html,432_public_relations_minor.txt,840,21,284bb35163afdd977b6fde9e6a68c5581fcfd9d7aebe819257bcd4648d281a40,ae12baee05d622f0c76ad6a0b443e4a963c417f517aac94bb2e7b937524fc0dd,be22ecfdc3d6d6fba2c6ddbeee515d37b45c941300c6d064ead410c97ec63b47,,included,complete,2026-07-31T01:12:37Z
433,"Race, Ethnicity and Politics Minor",,,2026-2027,catoid=22,poid=31901,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31901&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31901,direct_html,433_race_ethnicity_and_politics_minor.txt,2863,89,437e4fb0bade11de51cde9ed0342e4744f8c57a370814f58e715f867f2148799,9e5c46fc5366ee546dd8c24705ddebda4f50331735170825442d714e352618d0,b951c0ea05e27ee23e1025d1fe1e89cf1dae1365a0ee4af207e7aa768005e925,,included,complete,2026-07-31T01:12:39Z
434,Real Estate Development Minor,,,2026-2027,catoid=22,poid=32311,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32311&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32311,direct_html,434_real_estate_development_minor.txt,1434,42,c461a43217bbb891b88b96d4dbb1858148cb2fd7b6896f90ff1c6290cfe8bafe,15c60fa19c14f3b6cc08f195be96b03d4a5ac8d092d46846c7067d5f1309ea11,f7286611aacff6c9c4f0094fb8b715a0f99909d4bc0d959b75e6cdffa94603f3,,included,complete,2026-07-31T01:12:41Z
435,Real Estate Finance Minor,,,2026-2027,catoid=22,poid=32540,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32540&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32540,direct_html,435_real_estate_finance_minor.txt,3139,75,10f95aedfcea45a1799bcd06bfddd90b16f45bdf93383b183aaf656a7f1fee41,3bc1215cb949d10c2c8259a3c60841f60b5c22d3b336c701fe694dc405ddd08d,4274d6dea061471667b3ef6a3702e269dcc8976f4e69da868d91edc62f0ea64b,,included,complete,2026-07-31T01:12:43Z
436,Religion Minor,,,2026-2027,catoid=22,poid=31921,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31921&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31921,direct_html,436_religion_minor.txt,432,11,edae21cbfebb0a596bfa5bcba7c263e76a0dbedfc2f84b15fb6668fed568e322,e7ea7719189de69ea11b244d1d301b89e967fe5746212f05e40ecc4a7ab49ac1,f582cc544fedbe9dffdd6e59c0283ee2483dbd477fe3e95c85b80b077a669e95,,included,complete,2026-07-31T01:12:46Z
437,Resistance to Genocide Interdisciplinary Minor,,,2026-2027,catoid=22,poid=31823,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31823&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31823,direct_html,437_resistance_to_genocide_interdisciplinary_minor.txt,2879,72,93615288970931259ab915e2e9e704908690822b91397490588b2857bf2661af,f18fc1e690444987ab462ee1b1a664beb8d63e7f98bfbe3d64272a8939ae83a6,d7a2e35a9b2e8ab641221335ae41e29feed82c66e7a87363cb720ba2d56ca5dc,,included,complete,2026-07-31T01:12:48Z
438,Risk Management Minor,,,2026-2027,catoid=22,poid=32538,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32538&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32538,direct_html,438_risk_management_minor.txt,3672,69,0b32fcebdd48f5846301cefeaf030a76a17a3d9cd6bf41b43b403c311c21a08f,51467304a80a90ad4dd72f58f353e24771b11197c72351d1ff71ef9809de8a1a,379a9f7f589f70a410e144560c901b6a0096cc80ec9ae0bb6779424a426cf1bc,,included,complete,2026-07-31T01:12:50Z
439,Russian Area Studies Minor,,,2026-2027,catoid=22,poid=31926,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31926&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31926,direct_html,439_russian_area_studies_minor.txt,2288,67,52162b0a7a4a078916d0cd8e1741e21ae57540c7f4fef2b35f4ff4b72b8b3af6,f2bf2ad4b612f627cea05fb2be2cd310dad3765d8358cc846470b01b9a03358a,850c1340557ebe4beee5e13bd0e0293a45ae44f9c4a309a352445a30db752d3c,,included,complete,2026-07-31T01:12:52Z
440,Russian Minor,,,2026-2027,catoid=22,poid=31925,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31925&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31925,direct_html,440_russian_minor.txt,535,9,dd8173fc8175b1a6602e7466d3b5e06599873e146e2fd3d38ef4b1cc41550a4d,d8a26e786543b8a6f006313e05db51d090ec3bb20e2f5e8329436e2af2a6deb7,d43d15a843ee2dc2fb12702e2800e8cde499406befdd2235b8d749a493c6d490,,included,complete,2026-07-31T01:12:55Z
441,Science and Management of Biomedical Therapeutics Minor,,,2026-2027,catoid=22,poid=32427,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32427&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32427,direct_html,441_science_and_management_of_biomedical_therapeutics_minor.txt,3086,49,e12ebfa5228a006b4e0e8cb8bfe6d789bf4c3150ef4224833aec1743dbd90aeb,f4fdad2e709f0a13cd0c2b96ce7a91c8c665001d7bbe6651cc5e56382214c728,eb81e755c926064b838cfbff31fb8bdc6e4877db675faefcd42d3601540fa020,,included,complete,2026-07-31T01:12:57Z
442,"Science, Health and Aging Minor",,,2026-2027,catoid=22,poid=32147,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32147&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32147,direct_html,442_science_health_and_aging_minor.txt,1122,33,20eefbc4c1242b474b3766b1375da28040f5949edb86d216fff1975c174d061e,7f25576346cad7d809af10e9ed06621f359f91e17a5675ff30193e048f486a9b,d5c092fd7044e6991d3fbe20f42cad665bdfd5a5067bd7d5a7e1361379df8704,,included,complete,2026-07-31T01:12:59Z
443,Screenwriting Minor,,,2026-2027,catoid=22,poid=31690,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31690&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31690,direct_html,443_screenwriting_minor.txt,3506,77,5f0829a310f9fe930bd51c3d33404d6483155db6a2b7155d8720ea44fcb70965,5189865d217fa9efae1560ec25b5a75ddaf53916a98d0c3a43356447b41d2d63,d1ce194276c945b5604e7077344cb075738bfa7d91b77e93c4bc2b7d3b8dd241,,included,complete,2026-07-31T01:13:02Z
444,Sculpture Minor,,,2026-2027,catoid=22,poid=31579,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31579&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31579,direct_html,444_sculpture_minor.txt,1078,30,c7a9e18b93028885ea5fa11d4751ce4b2a893e9475d146227eee7ccca421a7df,1e25274a8054f6398bcf01103889c7e7fb9e84ed959d48d7c2f99afd9b964325,c5c18fde0c2c6a549e4c7dc8dd3020333f231517c78c96b3e2ac7bb69b0772fc,,included,complete,2026-07-31T01:13:04Z
445,Social Entrepreneurship Minor,,USC Marshall School of Business,2026-2027,catoid=22,poid=31611,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31611&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31611,direct_html,445_social_entrepreneurship_minor.txt,1993,51,1b08675851f448ae32a137d7f3693e080633d67c94b5c7b0b4f0cc8d0a476a04,aa57cb18f49dd865fbf6f4742f453b9d503a227cec7d59653be692d8c4e6ee75,fde05fd4d4a7e9c148ecd16e8f895e4d982c05eddce2463e65dd458189a3fc28,,included,complete,2026-07-31T01:13:06Z
446,Social Work and Juvenile Justice Minor,,,2026-2027,catoid=22,poid=32664,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32664&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32664,direct_html,446_social_work_and_juvenile_justice_minor.txt,1046,21,c502fdb4f644bfb41f3e0fe173c1522ce96a810f139b84245b7b863e9fc1357a,0607355a5ad78388d7cdd0f1f5c6a76e1903a16929b629c805cc9927dd357c93,3b15519ecdf9e64d128d952138cdcfad434a1212f1862324b9d8f641a7b70965,,included,complete,2026-07-31T01:13:09Z
447,Sociology Minor,,,2026-2027,catoid=22,poid=31930,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31930&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31930,direct_html,447_sociology_minor.txt,2534,64,a955f8a467cd5159873ad1f9e3bbfefd3b399604a024cb5be48a4de7fbc8c32f,b65e9086355c9b6de5db94a1f8bc6cc4b870c6c54968b62a067ded75f5311a05,f4ad1a232d3e43078b830af778962ac7362df639ac698127cd0187f9024b0515,,included,complete,2026-07-31T01:13:12Z
